title,author,google_id,recommender,recommender_count,category,publication_date,pages,image,url_image,Unnamed: 4,target_class
At the Drive-In Volcano,Aimee Nezhukumatathil,fN5lAAAAMAAJ,Rolf Potts,1,Poetry,2007,85.0,,,,general
Atlas Shrugged,Ayn Rand,0gLzGn-LYAQC,Amelia Boone|Bob Metcalfe|Brian Armstrong|Bryan Callen|Elon Musk|Ev Williams|Gabby Reece|Joe De Sena|Peter Diamandis|Peter Thiel|Steve Jobs|Travis Kalanick,12,Fiction,2005,1168.0,,,,general
Atomic Habits,James Clear,XfFvDwAAQBAJ,Vinod Khosla,1,Business & Economics,2018,306.0,,,,general
Atrocities,Matthew White,0-fQHlaIpR4C,Steven Pinker,1,History,2011,669.0,,,,general
Au Contraire!,Gilles Asselin,xO0wI3h5i_sC,Derek Sivers,1,Travel,2010,308.0,,,,general
Auberge Of The Flowering Hearth,Roy Andries De Groot,UTtBHAAACAAJ,Samin Nosrat,1,Cooking,1996,464.0,,,,sains-tech
Autobiographies,Charles Darwin,vuRnoNE5A74C,Paul Graham,1,Biography & Autobiography,2002,97.0,,,,social-humanaria
Autobiography of a Spiritually Incorrect Mystic,Osho,5cZU914avxsC,Naval Ravikant,1,Biography & Autobiography,2001,336.0,,,,social-humanaria
Autobiography of a Yogi,Paramahansa Yogananda,Wymi_jlaFI4C,Dan Engle|Marc Benioff|Richa Chadha|Steve Jobs|Travis Brewer,5,Biography & Autobiography,2009,480.0,,,,social-humanaria
Average Is Over,Tyler Cowen,CLDgDxHNu1oC,Ryan Holiday,1,Business & Economics,2013,304.0,,,,general
Awake in the Wild,Mark Coleman,AYHodn7hBYQC,Chip Conley,1,Religion,2010,264.0,,,,general
Awaken the Giant Within,Tony Robbins,iPpyLpX0Y1sC,Brian Koppelman|Derek Sivers,2,Self-Help,2012,544.0,,,,general
Awakening Joy,James Baraz,eZ_zAgAAQBAJ,Bill Gates,1,Self-Help,2012,336.0,,,,general
Awakening Spirits,Tom Brown Jr.,Kvj3AAAAIAAJ,Aubrey Marcus,1,Nature,1994,224.0,,,,general
Awakenings,Oliver Sacks,5r1aAAAAYAAJ,Jordan Peterson,1,Medical,1973,339.0,,,,general
Awareness,Anthony De Mello,-Xw6jFD0eocC,Naval Ravikant|Peter Mallouk|Tim Ferriss,3,Religion,1992,184.0,,,,social-humanaria
B,Sarah Kay,YPsQBwAAQBAJ,Seth Godin,1,Poetry,2015,48.0,,,,general
Babel-17 / Empire Star,Samuel R. Delany,bpVaAAAAMAAJ,Tim O’Reilly,1,Fiction,1969,311.0,,,,general
Back Roads,Tawni O'Dell,2lBf7Ap5y_cC,Oprah Winfrey,1,Fiction,2001,405.0,,,,general
Backwards Days,Stuart Dischell,cVTHbjUg-HwC,Rolf Potts,1,Poetry,2007,63.0,,,,social-humanaria
Bad Blood,John Carreyrou,nHSPDwAAQBAJ,Bill Gates,1,Social Science,2019,352.0,,,,general
Bad Luck and Trouble,Lee Child,ifVuDwAAQBAJ,Malcolm Gladwell,1,Ex-police officers,2018,400.0,,,,general
Bad Science,Ben Goldacre,2mXeGqCUlEkC,Bryan Callen|Charles Poliquin|Tim Ferriss,3,"Errors, Scientific",2011,304.0,,,,general
Ball Four,Jim Bouton,3cgcAQAAIAAJ,Ben Shapiro,1,Sports & Recreation,1990,504.0,,,,general
Ballet Shoes,Noel Streatfeild,zoJLDwAAQBAJ,J.K. Rowling,1,Juvenile Fiction,2018,304.0,,,,general
Barbarian Days,William Finnegan,GVgBDAAAQBAJ,Paul Graham,1,Biography & Autobiography,2016,464.0,,,,general
Barrel Fever,David Sedaris,CiXMuB3k7nQC,Chelsea Handler,1,Fiction,2010,256.0,,,,general
Basic Algebra I,Nathan Jacobson,JHFpv0tKiBAC,Eric Weinstein,1,Mathematics,2012,528.0,,,,general
Basic Economics,Thomas Sowell,6pNVStJrYFYC,Ben Shapiro,1,,2011,524.0,,,,social-humanaria
Bass Culture,Lloyd Bradley,mQSCmWUfxsgC,Daniel Ek,1,Music,2001,608.0,,,,social-humanaria
Batman,Frank Miller,PUexDwAAQBAJ,Naval Ravikant,1,Comics & Graphic Novels,2019,,,,,general
Battle Cry of Freedom,James M. McPherson,GXfGuNAvm7AC,Ta-Nehisi Coates,1,History,2003,952.0,,,,general
Battle Studies,Ardant du Picq,SWUezQEACAAJ,Jocko Willink,1,History,2019,260.0,,,,general
Be Here Now,Ram Dass,U8cGWu0uPmIC,Jack Kornfield|Steve Jobs|Travis Brewer,3,"Body, Mind & Spirit",2010,292.0,,,,general
Beating Back the Devil,Maryn McKenna,Q_3CMS28mQQC,Jonathan Eisen,1,Medical,2008,320.0,,,,general
Becoming,Michelle Obama,YbtNDwAAQBAJ,Barack Obama|Oprah Winfrey,2,Biography & Autobiography,2018,448.0,,,,general
Becoming Steve Jobs,Brent Schlender,9ntoBAAAQBAJ,Bill Gates|Brian Armstrong|Ed Catmull|Jack Dorsey|Jim Collins|Keith Rabois|Marc Andreessen|Peter Attia,8,Biography & Autobiography,2015,464.0,,,,general
Becoming Wise,Krista Tippett,xiIoCgAAQBAJ,Matt Mullenweg,1,Religion,2016,304.0,,,,general
Becoming a Category of One,Joe Calloway,9SA05G2wKd0C,Mike Shinoda,1,Business & Economics,2003,223.0,,,,general
Behave,Robert M. Sapolsky,sJKoDAAAQBAJ,Bryan Johnson|Marc Andreessen|Sam Harris|Vinod Khosla,4,Science,2017,800.0,,,,general
Behind the Beautiful Forevers,Katherine Boo,bZ9e1u1Vct4C,Bill Gates|Nick Thompson,2,Social Science,2012,288.0,,,,general
Behind the Cloud,Marc Benioff,ymXxwgEACAAJ,Eric Schmidt|Keith Rabois|Tony Robbins,3,Business & Economics,2009,304.0,,,,general
Behold the Dreamers,Imbolo Mbue,nEcsDwAAQBAJ,Oprah Winfrey,1,Cameroonians,2017,416.0,,,,general
Being Nixon,Evan Thomas,ZFoDBwAAQBAJ,Bill Gates,1,Biography & Autobiography,2015,640.0,,,,general
Being Wrong,Kathryn Schulz,5OCnB78Bsp0C,Peter Attia,1,Psychology,2011,416.0,,,,general
Believe Me,Eddie Izzard,Zd9JBgAAQBAJ,Bill Gates,1,Biography & Autobiography,2017,368.0,,,,general
Beloved Demons,C. Anthony Martignetti,8ERwngEACAAJ,Amanda Palmer,1,Italian Americans,2013,226.0,,,,general
Benjamin Franklin,Carl Van Doren,vMZWAAAAYAAJ,Charlie Munger,1,Statesmen,1973,845.0,,,,general
Benjamin Franklin,Walter Isaacson,oIW915dDMBwC,Brandon Stanton|Ed Zschau|Elon Musk|George Raveling|Ray Dalio|Scott Belsky|Tim Ferriss,7,Biography & Autobiography,2003,608.0,,,,general
Beowulf,Seamus Heaney,mlg7VKOvsZAC,Stewart Brand,1,Poetry,2009,256.0,,,,general
Berlin Noir,Philip Kerr,ER86DwAAQBAJ,Lewis Cantley,1,Fiction,2017,240.0,,,,general
Best American Poetry,David Lehman,F8RWDwAAQBAJ,Rolf Potts,1,Poetry,2018,240.0,,,,general
Best Evidence,David S. Lifton,YVsPAAAACAAJ,Joe Rogan,1,History,1992,747.0,,,,general
Between the World and Me,Ta-Nehisi Coates,nQb2CQAAQBAJ,Cal Fussman|Jack Dorsey,2,Biography & Autobiography,2015,176.0,,,,general
Beyond Band of Brothers,Dick Winters,s-EmHY0iXPQC,Jocko Willink,1,History,2011,320.0,,,,general
Beyond Entrepreneurship,Jim Collins,mcwxDQAAQBAJ,Reed Hastings,1,Business & Economics,2017,320.0,,,,general
Beyond Good & Evil,Friedrich Nietzsche,LHTKIY4Id1AC,Jordan Peterson,1,Philosophy,2002,193.0,,,,general
Beyond Ideology,Frances E. Lee,hAqgR9jJ7-UC,Ezra Klein,1,Political Science,2009,264.0,,,,general
Beyond Religion,Dalai Lama,A3ZC0fjNjuQC,Ray Dalio,1,Philosophy,2011,188.0,,,,general
Beyond Smoke and Mirrors,Douglas S. Massey,V25EPCC-6ecC,Bill Gates,1,Business & Economics,2003,199.0,,,,general
Beyond Words,Carl Safina,jSuGDwAAQBAJ,Emma Watson,1,Science,2016,300.0,,,,general
Beyond the Crash,Gordon Brown,Xori5EWKAQoC,Bill Gates,1,Business & Economics,2010,336.0,,,,general
Big Cats,Holiday Reinhorn,DgJVINzmIN0C,Rainn Wilson,1,Fiction,2007,224.0,,,,general
Big History,Cynthia Stokes Brown,HOaCuk6Wly0C,Bill Gates,1,History,2008,305.0,,,,social-humanaria
"Big World, Small Planet",Johan Rockström,hxuDCgAAQBAJ,Richard Branson,1,Nature,2015,208.0,,,,general
Billion Dollar Whale,Tom Wright,VQL_wAEACAAJ,Alexis Ohanian|Bill Gates,2,Business & Economics,2019,400.0,,,,general
Biography of the Dollar,Craig Karmin,7ejjSl4UYcgC,Tim Ferriss,1,Business & Economics,2009,265.0,,,,social-humanaria
Biohazard,Ken Alibek,wxfSAgAAQBAJ,Jonathan Eisen,1,History,2014,336.0,,,,general
Bird by Bird,Anne Lamott,W3egDwAAQBAJ,Daniel Pink|Mark Bittman|Matt Mullenweg|Ramit Sethi|Ryan Holiday|Susan Cain|Tim Ferriss,7,Language Arts & Disciplines,2020,304.0,,,,general
Bit Literacy,Mark Hurst,N7zXPAAACAAJ,Ev Williams,1,Business & Economics,2007,180.0,,,,general
Black Beauty,Anna Sewell,3VqK9kjPlEAC,J.K. Rowling,1,Animal welfare,2010,48.0,,,,general
Black Box Thinking,Matthew Syed,YLIYjgEACAAJ,Daniel Ek,1,,2016,352.0,,,,general
Black Edge,Sheelah Kolhatkar,YYMzDwAAQBAJ,Max Levchin|Peter Attia,2,Business & Economics,2018,368.0,,,,general
Black Elk,Joe Jackson,YCgKDAAAQBAJ,Joe Rogan,1,Biography & Autobiography,2016,624.0,,,,general
Black Rednecks & White Liberals,Thomas Sowell,gMLieJOtWwIC,Ben Shapiro,1,,2010,580.0,,,,general
Black Swan Green,David Mitchell,UTyysWsapG8C,Gretchen Rubin,1,Fiction,2008,300.0,,,,general
Black and Blue,Anna Quindlen,UZbfdHcbLoMC,Oprah Winfrey,1,Abused women,2012,252.0,,,,general
Blankie,Leslie Patricelli,S8ONDQAAQBAJ,Paul Graham,1,Juvenile Fiction,2017,24.0,,,,general
Bleak House,Charles Dickens,KlsJAAAAQAAJ,Neil Gaiman,1,,1853,624.0,,,,general
Blink,Malcolm Gladwell,VKGbb1hg8JAC,Ev Williams|Mike Shinoda,2,Business & Economics,2007,320.0,,,,general
Blitzscaling,Reid Hoffman,HH5QDwAAQBAJ,Bill Gates|Brian Chesky|Eric Schmidt|Vinod Khosla,4,Business & Economics,2018,320.0,,,,general
Blood Meridian,Cormac McCarthy,s-QzccStux4C,Jocko Willink,1,Fiction,2010,368.0,,,,general
Blood and Guts in High School,Kathy Acker,LpwnDwAAQBAJ,Amanda Palmer,1,Fiction,2017,176.0,,,,general
Blood and Thunder,Hampton Sides,JzwrddRHDIAC,Joe Rogan,1,History,2007,624.0,,,,general
Bloodlands,Timothy Snyder,maEfAQAAQBAJ,Eric Weinstein|Peter Thiel,2,History,2012,544.0,,,,general
Blue Highways,William Least Heat-Moon,lqN1DyLWwQsC,George Raveling,1,Travel,2012,420.0,,,,general
Blue Mind,Wallace J. Nichols,ISc_AQAAQBAJ,Laird Hamilton,1,Psychology,2014,352.0,,,,general
Blue Ocean Strategy,W. Chan Kim,1ktmDQAAQBAJ,Daymond John|Tim Ferriss,2,Business & Economics,2017,224.0,,,,general
Blue Trout and Black Truffles,Joseph Wechsberg,Mw-SBQAAQBAJ,Nick Kokonas,1,Cooking,2005,288.0,,,,general
Blueprint,Nicholas A. Christakis,DLI3yQEACAAJ,Bill Gates|Eric Schmidt,2,Science,2020,656.0,,,,general
Body by Science,John R. Little,U5GFm1hgVpEC,Tim Ferriss,1,Sports & Recreation,2009,288.0,,,,general
Bogart,Ann Sperber,hqREPgAACAAJ,Jerrod Carmichael,1,Biography & Autobiography,1998,688.0,,,,social-humanaria
Bogle On Mutual Funds,John C. Bogle,JwD0BgAAQBAJ,Mr. Money Mustache,1,Business & Economics,2015,368.0,,,,general
Book of Longing,Leonard Cohen,ZSbiAXUaf34C,Craig Newmark,1,Poetry,2008,240.0,,,,general
Born Standing Up,Steve Martin,Xjasgu7430UC,Adam Savage|Bill Nye|Jason Calacanis|Marc Andreessen,4,Biography & Autobiography,2008,224.0,,,,general
Born a Crime,Trevor Noah,N97UCwAAQBAJ,Bill Gates,1,Biography & Autobiography,2016,304.0,,,,general
Born to Run,Christopher McDougall,QQiPoNLNhLsC,Turia Pitt,1,Social Science,2011,287.0,,,,general
Boundaries,Henry Cloud,RGg6aI79vgIC,Dave Ramsey|Greg McKeown,2,Religion,2008,304.0,,,,general
Boyd,Robert Coram,GKPRoQEACAAJ,Paul Graham|Ryan Holiday,2,BIOGRAPHY & AUTOBIOGRAPHY,2014,283.0,,,,general
Brain Architecture,Larry W. Swanson,4rAlwYWVEroC,Jordan Peterson,1,Medical,2012,331.0,,,,sains-tech
Brain Rules,John Medina,86HoBAAAQBAJ,Bill Gates|James Altucher,2,Science,2014,304.0,,,,general
Brave Enough,Cheryl Strayed,X5omCgAAQBAJ,Amelia Boone|Emma Watson,2,Self-Help,2015,160.0,,,,general
Brave Men,Ernie Pyle,St1zCwAAQBAJ,Jocko Willink,1,History,2016,,,,,general
Brave New War,John Robb,P2FL0DfnR-wC,Ryan Holiday,1,Political Science,2008,224.0,,,,social-humanaria
Brave New World,Aldous Huxley,cQ_tAQAAQBAJ,Jordan Peterson|Matt Mullenweg|Stewart Brand|Tristan Harris|Yuval Noah Harari,5,Fiction,2014,272.0,,,,general
Breakfast at the Victory,James Carse,tuhqw13l0UkC,Graham Duncan,1,Philosophy,2009,224.0,,,,general
Breaking The Habit of Being Yourself,Dr. Joe Dispenza,TvhX3ndbex4C,Dave Elitch,1,Self-Help,2012,240.0,,,,general
Breaking the Male Code,Robert Garfield,pXECDAAAQBAJ,Esther Perel,1,Family & Relationships,2016,320.0,,,,general
Breakthrough Advertising,Eugene M. Schwartz,BSf7AAAACAAJ,Neville Medhora|Ramit Sethi,2,Advertising,1966,236.0,,,,social-humanaria
"Breath, Eyes, Memory",Edwidge Danticat,hY8EAQAAQBAJ,Oprah Winfrey,1,Fiction,2003,236.0,,,,sains-tech
Breathe,Belisa Vranich,bDLIDQAAQBAJ,Laird Hamilton,1,Health & Fitness,2017,240.0,,,,general
Brief Interviews with Hideous Men,David Foster Wallace,0JDDTszyvAgC,Bill Gates,1,Fiction,2012,448.0,,,,general
"Bright Lights, Big City",Jay McInerney,jJSbAgAAQBAJ,Eric Ripert,1,Fiction,2014,192.0,,,,general
Bright Orange for the Shroud,John D. MacDonald,taoVamAQ58AC,Mike Rowe,1,Fiction,2013,304.0,,,,general
Bringing Down the House,Ben Mezrich,CYwslODoc2cC,Howard Marks,1,Biography & Autobiography,2008,273.0,,,,general
Broken,Don Winslow,U0qhDwAAQBAJ,Brian Koppelman,1,Fiction,2020,352.0,,,,general
Broken Angels,Richard K. Morgan,L628zVGwNCUC,Zooko Wilcox,1,Fiction,2008,480.0,,,,general
Broken Genius,Joel N. Shurkin,cRb_qzEwWWAC,Bill Gates,1,History,2006,378.0,,,,general
Brothers Forever,Tom Sileo,FCySAgAAQBAJ,Jocko Willink,1,Biography & Autobiography,2014,312.0,,,,general
Buddhism without Beliefs,Stephen Batchelor,Vx-eJKQsywIC,Edward Norton,1,Buddhism,1998,127.0,,,,general
Buffett,Roger Lowenstein,MFkKf4zIqbkC,Bill Gates,1,Biography & Autobiography,2013,512.0,,,,general
Building a StoryBrand,Donald Miller,b3xDDgAAQBAJ,Dave Ramsey,1,Business & Economics,2017,240.0,,,,general
Building on Bedrock,Derek Lidow,L4M7DwAAQBAJ,Ed Zschau,1,Business & Economics,2018,288.0,,,,general
Built To The Hilt,Josh Bryant,-iiKngEACAAJ,Charles Poliquin,1,Health & Fitness,2014,462.0,,,,general
Built from Scratch,Bernie Marcus,SbmdDwAAQBAJ,Frank Blake,1,Business & Economics,2019,352.0,,,,general
Built to Last,Jim Collins,kwNccj6uiLMC,Ev Williams|Jeff Bezos,2,Business & Economics,2011,368.0,,,,general
Bull!,Maggie Mahar,X1amHI5ra3wC,Warren Buffett,1,Business & Economics,2009,528.0,,,,general
Burr,Gore Vidal,btbPygEACAAJ,David Sabatini,1,Biography & Autobiography,2019,440.0,,,,general
Bury the Chains,Adam Hochschild,8p6c9N5K2i0C,Jack Kornfield,1,History,2006,468.0,,,,general
Business Adventures,John Brooks,DW0KogEACAAJ,Bill Gates|Patrick Collison|Warren Buffett,3,,2015,464.0,,,,social-humanaria
Business Boutique,Christy Wright,useSDwAAQBAJ,Dave Ramsey,1,Business & Economics,2017,336.0,,,,social-humanaria
But What If We're Wrong?,Chuck Klosterman,Lcd8DgAAQBAJ,Bryan Johnson|Marc Andreessen,2,Biography & Autobiography,2017,288.0,,,,general
Buzzed,Cynthia Kuhn Ph.D.,E09QkgEACAAJ,Hamilton Morris,1,Drugs of abuse,1998,317.0,,,,general
By Honor Bound,Tom Norris,AVUdvgAACAAJ,Jocko Willink,1,Biography & Autobiography,2017,304.0,,,,general
C Programming Language,Brian W. Kernighan,Yi5FI5QcdmYC,Patrick Collison,1,Computers,1988,285.0,,,,sains-tech
"COAN The Man, The Myth, The Method",Marty Gallagher,-CeAGwAACAAJ,Mark Bell|Tim Ferriss,2,Bodybuilding,1999,,,,,general
Calculus Made Easy,Silvanus P. Thompson,ALFJvgAACAAJ,Naval Ravikant,1,,2016,286.0,,,,general
Calculus On Manifolds,Michael Spivak,POIJJJcCyUkC,Eric Weinstein,1,Science,1971,160.0,,,,general
California,Kevin Starr,antycYtRXOUC,Arnold Schwarzenegger,1,History,2007,370.0,,,,general
Can Love Last?,Stephen A. Mitchell,BHDIMahMlhEC,Esther Perel,1,Family & Relationships,2003,224.0,,,,general
Can You Forgive Her?,Anthony Trollope,-jPZoPaqz4sC,Tim O’Reilly,1,Fiction,2012,703.0,,,,general
Can't Hurt Me,David Goggins,i-VtzQEACAAJ,Joe Rogan|Marc Andreessen,2,,2020,364.0,,,,general
Cancer Ward,Aleksandr Solzhenitsyn,E3EzrwGivL4C,Jordan Peterson,1,Fiction,2003,576.0,,,,sains-tech
Cancer as a Metabolic Disease,Thomas Seyfried,4lrIjiL_hw8C,Dominic D'Agostino,1,Science,2012,438.0,,,,sains-tech
Candide,Voltaire,sRpdAAAAMAAJ,Ryan Holiday,1,Literary Criticism,1982,160.0,,,,general
Cane River,Lalita Tademy,5OAdCwAAQBAJ,Oprah Winfrey,1,Fiction,2015,416.0,,,,general
Capital in the Twenty-First Century,Thomas Piketty,dqEuDwAAQBAJ,Bill Gates,1,Business & Economics,2017,816.0,,,,general
Capitalism without Capital,Jonathan Haskel,J3SYDwAAQBAJ,Bill Gates,1,Business & Economics,2018,296.0,,,,general
Car,Harry Crews,p8fVDwAAQBAJ,Cal Fussman,1,Fiction,2020,208.0,,,,general
Carbonel,Barbara Sleigh,qxGFiuo9CTkC,Paul Graham,1,Juvenile Fiction,2005,240.0,,,,general
Carl Friedrich Gauss,Guy Waldo Dunnington,dUEYxwEACAAJ,Paul Graham,1,Mathematicians,1955,479.0,,,,general
Carrie,Stephen King,gm1_ZjzjEboC,Darren Aronofsky,1,Fiction,2000,208.0,,,,general
"Carry On, Mr. Bowditch",Jean Lee Latham,LMlmLAwIRagC,Bill Nye,1,Juvenile Fiction,2003,251.0,,,,general
Cat's Cradle,Kurt Vonnegut,61W3aGvTVgIC,Ev Williams,1,Fiction,2010,304.0,,,,general
Catch-22,Joseph Heller,Xfze51E7TEoC,Mark Bittman,1,Fiction,1999,415.0,,,,general
Catching the Big Fish,David Lynch,qQqitBgFpOkC,Emma Watson,1,"Body, Mind & Spirit",2007,180.0,,,,general
Catherine the Great,Robert K. Massie,NGRnPtYPI44C,Elon Musk,1,Biography & Autobiography,2012,639.0,,,,general
Cent Éléphants sur un Brin D'Herbe,Dalai Lama,RFyiAAAACAAJ,Eric Ripert,1,Fiction,1997,250.0,,,,general
Cervantes,Jean Canavaggio,K0tXjDijRAkC,David Blaine,1,Biography & Autobiography,1990,348.0,,,,general
Change.edu,Andrew S Rosen,RovlCgAAQBAJ,Bill Gates,1,Education,2011,196.0,,,,general
Changes in the Land,William Cronon,tcy8xSz5AxIC,Michael Pollan,1,History,2011,288.0,,,,general
Changing Minds,Howard Gardner,JcHo9M6zD4AC,Ray Dalio,1,Psychology,2006,244.0,,,,general
Changing on the Job,Jennifer Garvey Berger,rCV_JGe7teAC,Graham Duncan,1,Business & Economics,2011,224.0,,,,general
Chapterhouse,Frank Herbert,ryot4Ag2GGQC,Elon Musk,1,Fiction,1987,436.0,,,,general
Character Counts,John C. Bogle,cmzUplh0OXQC,Mr. Money Mustache,1,Business & Economics,2002,304.0,,,,general
Charlie Chan,Earl Derr Biggers,tZZbhyktdiUC,Tim O’Reilly,1,,2003,348.0,,,,general
Chasing Hillary,Amy Chozick,uEI9DwAAQBAJ,Marc Andreessen,1,Biography & Autobiography,2018,400.0,,,,general
Childhood's End,Arthur C. Clarke,OcspAAAAQBAJ,Ben Shapiro|Kevin Kelly,2,Fiction,2012,258.0,,,,general
Children of Dune,Frank Herbert,2ryWDwAAQBAJ,Elon Musk,1,Fiction,2019,624.0,,,,general
Children with Enemies,Stuart Dischell,4h4wDwAAQBAJ,Rolf Potts,1,Poetry,2017,71.0,,,,general
China Airborne,James Fallows,KZCPyrG6OdcC,Patrick Collison,1,Business & Economics,2013,268.0,,,,general
Chronicles of Narnia Box Set,C. S. Lewis,ECp9xwEACAAJ,Chris Anderson,1,Fiction,2005,242.0,,,,general
Churchill,Andrew Roberts,CiCbxgEACAAJ,Keith Rabois,1,Biography & Autobiography,2019,1152.0,,,,general
Chéri,Colette,9wnmwgEACAAJ,J.K. Rowling,1,Fiction,2019,96.0,,,,general
Cinnamon Skin,John D. MacDonald,1DTjAN1uTukC,Mike Rowe,1,Fiction,2013,336.0,,,,general
Cirque du Soleil,John U. Bacon,KZ6IZaLUSDMC,Soman Chainani,1,Business & Economics,2010,144.0,,,,general
Citizen,Claudia Rankine,vH68CQAAQBAJ,Cheryl Strayed,1,Poetry,2015,192.0,,,,general
City of Thieves,David Benioff,4ljana-KhaMC,Brian Koppelman,1,Fiction,2008,258.0,,,,general
Civilian Warriors,Erik Prince,SjXGoQEACAAJ,Marc Andreessen,1,Civil-military relations,2014,416.0,,,,social-humanaria
Civilisation,Kenneth Clark,42ZpBgAAQBAJ,Paul Graham,1,Art,2015,272.0,,,,general
Class Warfare,Steven Brill,xOTpx1HR580C,Bill Gates,1,Education,2012,496.0,,,,social-humanaria
Classic Indian Cooking,Julie Sahni,wC-xrLWouSIC,Mark Bittman,1,Cooking,1980,560.0,,,,general
Clear and Simple as the Truth,Francis-Noël Thomas,KdMjElxVbZkC,Steven Pinker,1,Language Arts & Disciplines,1996,225.0,,,,general
Clocks and Culture,Carlo M. Cipolla,YSf9MVxa2JEC,Paul Graham,1,Business & Economics,2003,182.0,,,,social-humanaria
Code Girls,Liza Mundy,hBFSwAEACAAJ,Bill Nye,1,Juvenile Nonfiction,2018,272.0,,,,general
Codependent No More,Melody Beattie,m1-JeIlPFCAC,Whitney Cummings,1,Self-Help,1992,250.0,,,,general
Colder Than Hell,Joseph R. Owen,RBSUqN0-AnwC,Jocko Willink,1,History,2012,272.0,,,,general
Collapse,Jared Diamond,jNQd9RpuJ-4C,Bill Gates|Stewart Brand,2,History,2013,608.0,,,,general
Colloquial Turkish,Ad Backus,7yR_icdtJ7sC,Eric Weinstein,1,Foreign Language Study,2000,352.0,,,,general
Committed,Elizabeth Gilbert,IUtEWlKnrLMC,Taylor Swift,1,Biography & Autobiography,2010,320.0,,,,general
Common Sense on Mutual Funds,John C. Bogle,rgOeCAAAQBAJ,Mr. Money Mustache|Peter Mallouk|Warren Buffett,3,Business & Economics,2009,656.0,,,,general
Common Stocks and Uncommon Profits,Philip A. Fisher,AKwWNQjLQQ4C,DJ Vlad|Warren Buffett,2,Business & Economics,1997,182.0,,,,general
Company Commander,Charles B. Macdonald,gfkXTxRbFd0C,Jocko Willink,1,Soldiers,2006,309.0,,,,general
Complexity,Roger Lewin,77xDnidtPS8C,Vlad Zamfir,1,Science,1999,234.0,,,,general
Computation,Marvin Lee Minsky,9FRzyAEACAAJ,Alan Kay,1,Computers,1967,317.0,,,,sains-tech
Concepts of Particle Physics,Kurt Gottfried,3N6BfEL9ZzwC,Eric Weinstein,1,Science,1986,206.0,,,,sains-tech
Conceptual Physics,Paul G. Hewitt,kKvuAAAAMAAJ,Stewart Brand,1,Science,2008,816.0,,,,sains-tech
Concorde,Geoffrey Knight,mnZTAAAAMAAJ,Paul Graham,1,Technology & Engineering,1976,176.0,,,,general
"Conquest, Tribute and Trade",Howard J. Erlichman,cD5NSAAACAAJ,Nick Szabo,1,Business & Economics,2010,541.0,,,,general
Conscious Business,Fred Kofman,iZgiZuhhqX0C,Reid Hoffman,1,Business & Economics,2008,392.0,,,,social-humanaria
Consider Phlebas,Iain M. Banks,3_bJKlAOecEC,Elon Musk|Stewart Brand,2,Fiction,2009,544.0,,,,general
Consider the Lobster and Other Essays,David Foster Wallace,r3K6qSy-1mkC,Emma Watson,1,Fiction,2012,352.0,,,,general
Conspiracy,Ryan Holiday,UFCzugEACAAJ,Brian Koppelman|Marc Andreessen,2,Conspiracies,2019,336.0,,,,general
Conversations with Friends,Sally Rooney,4ZQnDwAAQBAJ,Taylor Swift,1,Fiction,2017,309.0,,,,general
"Conversations with God, Book 1",Neale Donald Walsch,DxZDDwAAQBAJ,Travis Brewer,1,Religion,2018,304.0,,,,general
"Conversations with God, Books 2 & 3",Neale Donald Walsch,6d4PnfwbRYoC,Travis Brewer,1,Self-Help,2000,256.0,,,,general
Conversations with Major Dick Winters,Cole C. Kingseed,qF8IDAAAQBAJ,Jocko Willink,1,Biography & Autobiography,2014,281.0,,,,general
Convict Conditioning,Paul Wade,mOArkgEACAAJ,Naval Ravikant,1,Health & Fitness,2012,294.0,,,,general
Cooked,Michael Pollan,26aMDQAAQBAJ,Samin Nosrat,1,Cooking,2014,468.0,,,,general
Cooking with the Seasons,Jean Louis Palladin,rtF3kQEACAAJ,Eric Ripert,1,Cooking,1989,222.0,,,,general
Core Archery,Larry Wise,EAQmAAAACAAJ,Tim Ferriss,1,Sports & Recreation,2004,140.0,,,,general
Cosmic Consciousness,Richard Maurice Bucke,TAdt2phAjY8C,Steve Jobs,1,"Body, Mind & Spirit",2000,114.0,,,,general
